cp5,municipio,municipio_consolidado,provincia_consolidada
35479,Aldea de San Nicolás,Aldea de San Nicolás,Las Palma
36119,Campo Lameiro,Campo Lameiro,Pontevedra
36450,Salvaterra de Miño,Salvaterra de Miño,Pontevedra
36979,Sanxenxo,Sanxenxo,Pontevedra
37350,Aldealengua,Aldealengua,Salamanca
37510,Zamarra,Herguijuela de Ciudad Rodrigo,Salamanca
37775,Fresnedoso,Fresnedoso,Salamanca
40354,Adrados,Perosillo,Segovia
42126,Carabantes,Almazul,Soria
42175,Cerbón,Cerbón,Soria
44113,Noguera de Albarracín,Albarracín,Teruel
44124,Albarracín,Albarracín,Teruel
44391,Calamocha,Calamocha,Teruel
44424,Sarrión,Albentosa,Teruel
46368,Macastre,Macastre,Valencia
47600,Villalón de Campos,Villalón de Campos,Valladolid
47606,Gatón de Campos,Gatón de Campos,Valladolid
48276,Markina-Xemein,Markina-Xemein,Vizcaya
49512,Fonfría,Fonfría,Zamora
49593,Manzanal de Arriba,Manzanal de Arriba,Zamora
49626,Camarzana de Tera,Camarzana de Tera,Zamora
50250,Illueca,Illueca,Zaragoza
50373,Berrueco,Berrueco,Zaragoza
3737,Jávea/Xàbia,Jávea/Xàbia,Alicante
4533,Abla,Abrucena,Almería
4639,Turre,Turre,Almería
5369,Narros del Castillo,Narros del Castillo,Ávila
6106,Olivenza,Olivenza,Badajoz
6230,Santos de Maimona,Santos de Maimona,Badajoz
8174,Sant Cugat del Vallès,Sant Cugat del Vallès,Barcelona
8275,Calders,Calders,Barcelona
8589,Sobremunt,Sant Boi de Lluçanès,Barcelona
9197,Villalbilla de Burgos,Merindad de Río Ubierna,Burgos
10191,Santiago del Campo,Santiago del Campo,Cáceres
10591,Toril,Malpartida de Plasencia,Cáceres
10600,Plasencia,Plasencia,Cáceres
10711,Granja,Granja,Cáceres
12001,Castellón de la Plana/Castelló de la Plana,Castellón de la Plana/Castelló de la Plana,Castellón
12184,Sarratella,Torre d'en Doménec,Castellón
12469,Bejís,Viver,Castellón
13189,Almodóvar del Campo,Almodóvar del Campo,Ciudad Real
13592,Mestanza,Mestanza,Ciudad Real
14816,Priego de Córdoba,Priego de Córdoba,Córdoba
15145,Laracha,Arteixo,A Coruña
15703,Santiago de Compostela,Santiago de Compostela,A Coruña
19119,Almonacid de Zorita,Albalate de Zorita,Guadalajara
19128,Chillarón del Rey,Sacedón,Guadalajara
19248,Miralrío,Hita,Guadalajara
19280,Maranchón,Maranchón,Guadalajara
19354,Prados Redondos,Prados Redondos,Guadalajara
20810,Orio,Aia,Guipúzcoa
20829,Deba,Deba,Guipúzcoa
22311,Azara,Azlor,Huesca
22363,Puértolas,Puértolas,Huesca
22583,Arén,Arén,Huesca
24238,Algadefe,Villamandos,León
24257,Boñar,Boñar,León
24276,Santa María de Ordás,Santa María de Ordás,León
24490,Ponferrada,Ponferrada,León
24888,Valderrueda,Valderrueda,León
25500,Pobla de Segur,Conca de Dalt,Lérida
26323,Azofra,Hormilla,La Rioja
27613,Sarria,Sarria,Lugo
27834,Xermade,Xermade,Lugo
28391,Valdelaguna,Valdelaguna,Madrid
28648,Cadalso de los Vidrios,Cadalso de los Vidrios,Madrid
28924,Alcorcón,Alcorcón,Madrid
30385,Cartagena,Cartagena,Murcia
30878,Lorca,Lorca,Murcia
31229,Sansol,Sansol,Navarra
31292,Villatuerta,Valle de Yerri/Deierri,Navarra
31416,Urzainqui/Urzainki,Urzainqui/Urzainki,Navarra
32546,Gudiña,Gudiña,Ourense
32823,Cartelle,Cartelle,Ourense
33412,Illas,Castrillón,Asturias
33492,Carreño,Carreño,Asturias
33678,Aller,Aller,Asturias
34248,Cobos de Cerrato,Cobos de Cerrato,Palencia
34440,Frómista,Frómista,Palencia
34447,Villarmentero de Campos,Villarmentero de Campos,Palencia
34810,Aguilar de Campoo,Aguilar de Campoo,Palencia
37429,Tardáguila,Arcediano,Salamanca
38419,Realejos,Realejos,Santa Cruz de Tenerife
40175,Matilla,Matilla,Segovia
41150,Isla Mayor,Isla Mayor,Sevilla
43879,Amposta,Amposta,Tarragona
45212,Lominchar,Lominchar,Toledo
46668,Rafelguaraf,Rafelguaraf,Valencia
46728,Gandia,Gandia,Valencia
47174,Villanueva de los Infantes,Villanueva de los Infantes,Valladolid
47689,Castrobol,Cabezón de Valderaduey,Valladolid
47689,Villalba de la Loma,Cabezón de Valderaduey,Valladolid
49003,Zamora,Zamora,Zamora
49395,Cobreros,Cobreros,Zamora
49540,Losacio,Olmillos de Castro,Zamora
50692,Zaragoza,Zaragoza,Zaragoza
1191,Iruña Oka/Iruña de Oca,Vitoria-Gasteiz,Álava
1193,Elburgo/Burgelu,Vitoria-Gasteiz,Álava
5002,Ávila,Ávila,Ávila
5292,Santo Domingo de las Posadas,Pozanco,Ávila
6109,Olivenza,Olivenza,Badajoz
7540,Sant Llorenç des Cardassar,Sant Llorenç des Cardassar,Baleares
8519,Malla,Sant Bartomeu del Grau,Barcelona
8719,Jorba,Rubió,Barcelona
8784,Hostalets de Pierola,Masquefa,Barcelona
9450,Quemada,Aranda de Duero,Burgos
9471,Vid y Barrios,Vid y Barrios,Burgos
10189,Zarza de Montánchez,Salvatierra de Santiago,Cáceres
12162,Vilar de Canes,Vilar de Canes,Castellón
12165,Ares del Maestrat,Ares del Maestrat,Castellón
15913,Rois,Rois,A Coruña
15991,Boiro,Boiro,A Coruña
16770,San Lorenzo de la Parrilla,San Lorenzo de la Parrilla,Cuenca
17834,Porqueres,Porqueres,Gerona
18418,Órgiva,Órgiva,Granada
19390,Tierzo,Corduente,Guadalajara
19441,Huertahernando,Huertahernando,Guadalajara
22540,Altorricón,Altorricón,Huesca
23592,Quesada,Quesada,Jaén
23746,Lahiguera,Lahiguera,Jaén
24003,León,León,León
24110,Villablino,Villablino,León
24522,Trabadelo,Trabadelo,León
24711,Villaobispo de Otero,Villamejil,León
24837,Valdelugueros,Valdelugueros,León
25551,Bòrdes,Arres,Lérida
26250,Santo Domingo de la Calzada,Santo Domingo de la Calzada,La Rioja
27209,Palas de Rei,Palas de Rei,Lugo
27500,Chantada,Chantada,Lugo
27870,Xove,Xove,Lugo
28010,Madrid,Madrid,Madrid
30817,Lorca,Lorca,Murcia
31484,Lizoáin-Arriasgoiti,Lizoáin-Arriasgoiti,Navarra
32001,Ourense,Ourense,Ourense
32896,Muíños,Muíños,Ourense
34127,Loma de Ucieza,Loma de Ucieza,Palencia
34338,Autillo de Campos,Autillo de Campos,Palencia
34828,Salinas de Pisuerga,Barruelo de Santullán,Palencia
35320,Vega de San Mateo,Vega de San Mateo,Las Palma
37520,Bodón,Bodón,Salamanca
37779,Aldeavieja de Tormes,Aldeavieja de Tormes,Salamanca
37785,Galinduste,Galinduste,Salamanca
37800,Alba de Tormes,Alba de Tormes,Salamanca
38618,Granadilla de Abona,Granadilla de Abona,Santa Cruz de Tenerife
38852,Vallehermoso,Vallehermoso,Santa Cruz de Tenerife
39540,San Vicente de la Barquera,San Vicente de la Barquera,Cantabria
39594,Herrerías,Val de San Vicente,Cantabria
39682,Corvera de Toranzo,Corvera de Toranzo,Cantabria
40494,Armuña,Santa María la Real de Nieva,Segovia
41661,Algámitas,Algámitas,Sevilla
42128,Cabrejas del Campo,Tejado,Soria
43364,Mont-ral,Mont-ral,Tarragona
43811,Cabra del Camp,Figuerola del Camp,Tarragona
45183,Ventas de Retamosa,Ventas de Retamosa,Toledo
45522,Albarreal de Tajo,Albarreal de Tajo,Toledo
45678,Robledo del Mazo,Robledo del Mazo,Toledo
46791,Benifairó de la Valldigna,Benifairó de la Valldigna,Valencia
47687,Melgar de Abajo,Melgar de Abajo,Valladolid
49621,Granucillo,Santibáñez de Vidriales,Zamora
49709,Cabañas de Sayago,Cabañas de Sayago,Zamora
50057,Zaragoza,Zaragoza,Zaragoza
50295,Lumpiaque,Lumpiaque,Zaragoza
50513,Vierlas,Tarazona,Zaragoza
1474,Artziniega,Artziniega,Álava
2008,Albacete,Albacete,Albacete
2129,Pozohondo,Pozohondo,Albacete
3184,Torrevieja,Torrevieja,Alicante
5358,Albornos,Papatrigo,Ávila
5440,Piedralaves,Piedralaves,Ávila
6710,Villanueva de la Serena,Villanueva de la Serena,Badajoz
7144,Sencelles,Sencelles,Baleares
7839,Sant Josep de sa Talaia,Sant Josep de sa Talaia,Baleares
8012,Barcelona,Barcelona,Barcelona
8905,Hospitalet de Llobregat,Hospitalet de Llobregat,Barcelona
9124,Villadiego,Villadiego,Burgos
9350,Bahabón de Esgueva,Cabañes de Esgueva,Burgos
10625,Ladrillar,Ladrillar,Cáceres
12231,Cirat,Cirat,Castellón
13379,Calzada de Calatrava,Calzada de Calatrava,Ciudad Real
13412,Chillón,Chillón,Ciudad Real
13420,Malagón,Malagón,Ciudad Real
14850,Baena,Baena,Córdoba
14914,Palenciana,Palenciana,Córdoba
15105,Laracha,Carballo,A Coruña
15318,Abegondo,Abegondo,A Coruña
15669,Cambre,Cambre,A Coruña
15825,Pino,Pino,A Coruña
16238,Villagarcía del Llano,Villagarcía del Llano,Cuenca
17114,Ullastret,Ullastret,Gerona
17404,Riells i Viabrea,Riells i Viabrea,Gerona
17481,Sant Julià de Ramis,Sant Julià de Ramis,Gerona
17528,Guils de Cerdanya,Guils de Cerdanya,Gerona
17534,Pardines,Ribes de Freser,Gerona
17753,Espolla,Espolla,Gerona
19266,Olmeda de Jadraque,Sigüenza,Guadalajara
19327,Pedregal,Pedregal,Guadalajara
22140,Loporzano,Loporzano,Huesca
22230,Sena,Sena,Huesca
22439,Secastilla,Secastilla,Huesca
24344,Villaselán,Santa María del Monte de Cea,León
24530,Toral de los Vados,Villafranca del Bierzo,León
24721,Luyego,Luyego,León
25550,Bossòst,Bossòst,Lérida
25658,Isona i Conca Dellà,Isona i Conca Dellà,Lérida
26321,Pedroso,Pedroso,La Rioja
26330,Briones,Briones,La Rioja
27380,Guitiriz,Guitiriz,Lugo
27627,Samos,Samos,Lugo
27766,Trabada,Trabada,Lugo
27779,Valadouro,Valadouro,Lugo
27843,Abadín,Vilalba,Lugo
28600,Navalcarnero,Navalcarnero,Madrid
28890,Loeches,Loeches,Madrid
29718,Vélez-Málaga,Vélez-Málaga,Málaga
30627,Molina de Segura,Molina de Segura,Murcia
30630,Fortuna,Fortuna,Murcia
30816,Lorca,Lorca,Murcia
31228,Aguilar de Codés,Torralba del Río,Navarra
31692,Abaurregaina/Abaurrea Alta,Abaurregaina/Abaurrea Alta,Navarra
31810,Bakaiku,Urdiain,Navarra
32554,Viana do Bolo,Viana do Bolo,Ourense
32626,Verín,Verín,Ourense
32764,Teixeira,Castro Caldelas,Ourense
33394,Gijón,Gijón,Asturias
33697,Gijón,Gijón,Asturias
33718,Coaña,Coaña,Asturias
36885,Crecente,Cañiza,Pontevedra
37186,Mozárbez,San Pedro de Rozados,Salamanca
40331,Navalilla,Valle de Tabladillo,Segovia
40421,Ortigosa del Monte,Ortigosa del Monte,Segovia
41703,Dos Hermanas,Dos Hermanas,Sevilla
42212,Almazán,Almazán,Soria
46351,Chelva,Requena,Valencia
49159,Villaralbo,Villaralbo,Zamora
49162,Palacios del Pan,Andavías,Zamora
50150,Herrera de los Navarros,Herrera de los Navarros,Zaragoza
50299,Sabiñán,Calatayud,Zaragoza
1130,Zuia,Zuia,Álava
2313,Peñascosa,Peñascosa,Albacete
2430,Elche de la Sierra,Elche de la Sierra,Albacete
3310,Jacarilla,Jacarilla,Alicante
4768,Alcolea,Alcolea,Almería
5134,Navalacruz,Navalacruz,Ávila
5429,Santa María del Tiétar,Santa María del Tiétar,Ávila
5514,Navaescurial,Bonilla de la Sierra,Ávila
6689,Valdecaballeros,Valdecaballeros,Badajoz
7141,Marratxí,Palma,Baleares
7184,Calvià,Calvià,Baleares
8173,Sant Cugat del Vallès,Sant Cugat del Vallès,Barcelona
8329,Teià,Teià,Barcelona
8474,Gualba,Gualba,Barcelona
8589,Sant Boi de Lluçanès,Sant Boi de Lluçanès,Barcelona
8671,Navàs,Navàs,Barcelona
8913,Badalona,Badalona,Barcelona
9108,Padilla de Arriba,Melgar de Fernamental,Burgos
9141,Merindad de Río Ubierna,Merindad de Río Ubierna,Burgos
9159,Valle de Santibáñez,Valle de Santibáñez,Burgos
9347,Quintanilla del Agua y Tordueles,Lerma,Burgos
9551,Altos,Valle de Sedano,Burgos
10512,Herrera de Alcántara,Herrera de Alcántara,Cáceres
10515,Valencia de Alcántara,Valencia de Alcántara,Cáceres
12004,Castellón de la Plana/Castelló de la Plana,Castellón de la Plana/Castelló de la Plana,Castellón
13109,Puebla de Don Rodrigo,Puebla de Don Rodrigo,Ciudad Real
15806,Toques,Toques,A Coruña
16111,Albaladejo del Cuende,Albaladejo del Cuende,Cuenca
16280,Villarta,Villarta,Cuenca
16432,Villarejo de Fuentes,Villarejo de Fuentes,Cuenca
16708,Casas de Guijarro,Casas de Guijarro,Cuenca
17731,Terrades,Terrades,Gerona
17869,Vilallonga de Ter,Llanars,Gerona
18518,Cogollos de Guadix,Cogollos de Guadix,Granada
18565,Iznalloz,Iznalloz,Granada
18812,Freila,Freila,Granada
20580,Bergara,Bergara,Guipúzcoa
20739,Beizama,Beizama,Guipúzcoa
22124,Lascellas-Ponzano,Lascellas-Ponzano,Huesca
22337,Fueva,Fueva,Huesca
24126,Soto y Amío,Riello,León
24812,Sabero,Sabero,León
25430,Juneda,Juneda,Lérida
25639,Llimiana,Llimiana,Lérida
25721,Prats i Sansor,Bellver de Cerdanya,Lérida
26211,Foncea,Fonzaleche,La Rioja
27378,Cospeito,Cospeito,Lugo
27470,Pantón,Pantón,Lugo
27649,Becerreá,Becerreá,Lugo
28015,Madrid,Madrid,Madrid
28694,Chapinería,Chapinería,Madrid
28749,Garganta de los Montes,Rascafría,Madrid
30561,Alguazas,Alguazas,Murcia
31241,Allín,Igúzquiza,Navarra
31241,Metauten,Igúzquiza,Navarra
32219,Padrenda,Padrenda,Ourense
32426,Leiro,Leiro,Ourense
32637,Xinzo de Limia,Xinzo de Limia,Ourense
32826,Cartelle,Cartelle,Ourense
33004,Oviedo,Oviedo,Asturias
33208,Gijón,Gijón,Asturias
33577,Peñamellera Alta,Peñamellera Alta,Asturias
33778,Castropol,Castropol,Asturias
33813,Cangas del Narcea,Cangas del Narcea,Asturias
33986,Laviana,Laviana,Asturias
34004,Palencia,Palencia,Palencia
34429,Manquillos,San Cebrián de Campos,Palencia
36320,Redondela,Redondela,Pontevedra
36393,Baiona,Baiona,Pontevedra
36556,Forcarei,Forcarei,Pontevedra
37684,Cristóbal,Cristóbal,Salamanca
37799,Negrilla de Palencia,Valdunciel,Salamanca
38738,Villa de Mazo,Villa de Mazo,Santa Cruz de Tenerife
38787,Garafía,Garafía,Santa Cruz de Tenerife
39193,Escalante,Escalante,Cantabria
39728,San Roque de Riomiera,Soba,Cantabria
40216,Remondo,Remondo,Segovia
42002,Soria,Soria,Soria
43144,Vallmoll,Vallmoll,Tarragona
44491,Lanzuela,Lanzuela,Teruel
45560,Oropesa,Oropesa,Toledo
45691,Pueblanueva,Pueblanueva,Toledo
46006,Valencia,Valencia,Valencia
46666,Rafelguaraf,Rafelguaraf,Valencia
46703,Benirredrà,Benirredrà,Valencia
46838,Pinet,Pinet,Valencia
48249,Berriz,Berriz,Vizcaya
49394,Cobreros,Cobreros,Zamora
49715,Piñero,Piñero,Zamora
50230,Alhama de Aragón,Alhama de Aragón,Zaragoza
50612,Sierra de Luna,Castejón de Valdejasa,Zaragoza
1212,Labastida/Bastida,Peñacerrada-Urizaharra,Álava
2129,Alcadozo,Pozohondo,Albacete
2360,Bienservida,Alcaraz,Albacete
3179,Formentera del Segura,Formentera del Segura,Alicante
4850,Cantoria,Cantoria,Almería
5571,Navacepedilla de Corneja,Bonilla de la Sierra,Ávila
6220,Villafranca de los Barros,Villafranca de los Barros,Badajoz
6440,Malpartida de la Serena,Malpartida de la Serena,Badajoz
6474,Valdetorres,Valdetorres,Badajoz
8328,Alella,Alella,Barcelona
8552,Taradell,Taradell,Barcelona
8792,Granada,Granada,Barcelona
9491,Vid y Barrios,Vid y Barrios,Burgos
9510,Valle de Losa,Valle de Losa,Burgos
9679,Neila,Neila,Burgos
10300,Navalmoral de la Mata,Navalmoral de la Mata,Cáceres
12123,Castillo de Villamalefa,Castillo de Villamalefa,Castellón
12133,Atzeneta del Maestrat,Atzeneta del Maestrat,Castellón
14817,Priego de Córdoba,Priego de Córdoba,Córdoba
15214,Lousame,Lousame,A Coruña
16162,Torrejoncillo del Rey,Torrejoncillo del Rey,Cuenca
16610,Casas de Fernando Alonso,Casas de Fernando Alonso,Cuenca
16700,Sisante,Sisante,Cuenca
17172,Planes d'Hostoles,Planes d'Hostoles,Gerona
17244,"Cruïlles, Monells i Sant Sadurní de l'Heura","Cruïlles, Monells i Sant Sadurní de l'Heura",Gerona
17468,Vilademuls,Bàscara,Gerona
17853,Sales de Llierca,Sales de Llierca,Gerona
20006,Donostia-San Sebastián,Donostia-San Sebastián,Guipúzcoa
20737,Errezil,Errezil,Guipúzcoa
21290,Almonaster la Real,Almonaster la Real,Huelva
23480,Quesada,Quesada,Jaén
24367,Villagatón,Villagatón,León
24717,Val de San Lorenzo,Santiago Millas,León
24860,Vegaquemada,Boñar,León
24869,Vegaquemada,Vegaquemada,León
25722,Cava,Valls de Valira,Lérida
27424,Sober,Sober,Lugo
28109,Alcobendas,Alcobendas,Madrid
28754,Lozoyuela-Navas-Sieteiglesias,Puentes Viejas,Madrid
28984,Parla,Parla,Madrid
30565,Torres de Cotillas,Torres de Cotillas,Murcia
31413,Vidángoz/Bidankoze,Vidángoz/Bidankoze,Navarra
31451,Oronz/Orontze,Navascués,Navarra
31610,Villava/Atarrabia,Villava/Atarrabia,Navarra
31730,Baztan,Baztan,Navarra
33343,Caravia,Caravia,Asturias
34209,Tariego de Cerrato,Valle de Cerrato,Palencia
34306,Belmonte de Campos,Belmonte de Campos,Palencia
36567,Forcarei,Forcarei,Pontevedra
36866,Ponteareas,Ponteareas,Pontevedra
36878,Mondariz,Mondariz,Pontevedra
36970,Sanxenxo,Sanxenxo,Pontevedra
37255,Barruecopardo,Barruecopardo,Salamanca
37862,Horcajo Medianero,Horcajo Medianero,Salamanca
38203,San Cristóbal de La Laguna,San Cristóbal de La Laguna,Santa Cruz de Tenerife
39250,Valderredible,Valderredible,Cantabria
40217,Fresneda de Cuéllar,Fresneda de Cuéllar,Segovia
40300,Sepúlveda,Sepúlveda,Segovia
41560,Estepa,Estepa,Sevilla
42165,Sotillo del Rincón,Sotillo del Rincón,Soria
42258,Arcos de Jalón,Arcos de Jalón,Soria
45574,Estrella,Estrella,Toledo
47811,Morales de Campos,Villabrágima,Valladolid
47812,Palazuelo de Vedija,Palazuelo de Vedija,Valladolid
48902,Barakaldo,Barakaldo,Vizcaya
49623,Quiruelas de Vidriales,Villanázar,Zamora
50180,Utebo,Utebo,Zaragoza
50619,Biel,Ejea de los Caballeros,Zaragoza
1250,Asparrena,Asparrena,Álava
2512,Albacete,Albacete,Albacete
3409,Cañada,Villena,Alicante
4009,Almería,Almería,Almería
5298,Rasueros,Rasueros,Ávila
6510,Alburquerque,Alburquerque,Badajoz
7520,Petra,Petra,Baleares
7560,Son Servera,Son Servera,Baleares
8281,Aguilar de Segarra,Copons,Barcelona
8310,Argentona,Argentona,Barcelona
8519,Masies de Roda,Sant Bartomeu del Grau,Barcelona
8560,Manlleu,Manlleu,Barcelona
8740,Sant Andreu de la Barca,Sant Andreu de la Barca,Barcelona
9292,Arraya de Oca,Briviesca,Burgos
9461,Fuentenebro,Fuentenebro,Burgos
9610,Espinosa de Cervera,Espinosa de Cervera,Burgos
10450,Jarandilla de la Vera,Jarandilla de la Vera,Cáceres
10617,Rebollar,Rebollar,Cáceres
11392,Tarifa,Tarifa,Cádiz
12440,Caudiel,Caudiel,Castellón
12449,Pavías,Pavías,Castellón
15613,Capela,Capela,A Coruña
15896,Santiago de Compostela,Santiago de Compostela,A Coruña
16141,Castillejo-Sierra,Arcos de la Sierra,Cuenca
16141,Fresneda de la Sierra,Arcos de la Sierra,Cuenca
16360,Arguisuelas,Cuenca,Cuenca
16740,Almarcha,Almarcha,Cuenca
17744,Navata,Navata,Gerona
18400,Órgiva,Órgiva,Granada
18410,Órgiva,Órgiva,Granada
19493,Valtablado del Río,Arbeteta,Guadalajara
22002,Huesca,Huesca,Huesca
22210,Peralta de Alcofea,Peralta de Alcofea,Huesca
22639,Yésero,Biescas,Huesca
24386,Puente de Domingo Flórez,Puente de Domingo Flórez,León
24395,San Justo de la Vega,Valderrey,León
24607,Pola de Gordón,Pola de Gordón,León
25221,Alamús,Alamús,Lérida
27134,Fonsagrada,Fonsagrada,Lugo
27413,Pobra do Brollón,Monforte de Lemos,Lugo
27691,Láncara,Láncara,Lugo
27835,Xermade,Xermade,Lugo
30194,Mula,Mula,Murcia
31891,Araitz,Larraun,Navarra
33138,Muros de Nalón,Muros de Nalón,Asturias
33568,Ribadesella,Ribadesella,Asturias
33600,Mieres,Mieres,Asturias
34128,Nogal de las Huertas,Loma de Ucieza,Palencia
34209,Soto de Cerrato,Valle de Cerrato,Palencia
34487,Alar del Rey,Alar del Rey,Palencia
35431,Firgas,Firgas,Las Palma
36438,Arbo,Arbo,Pontevedra
36514,Lalín,Lalín,Pontevedra
36852,Fornelos de Montes,Fornelos de Montes,Pontevedra
37488,Aldea del Obispo,San Pedro de Rozados,Salamanca
39687,Luena,Luena,Cantabria
40393,Escobar de Polendos,Escobar de Polendos,Segovia
43500,Tortosa,Tortosa,Tarragona
43772,Botarell,Botarell,Tarragona
44168,Galve,Galve,Teruel
44193,Corbalán,Teruel,Teruel
45780,Tembleque,Tembleque,Toledo
48600,Sopelana,Sopelana,Vizcaya
49151,Gema,Casaseca de las Chanas,Zamora
49782,Villabrázaro,Villabrázaro,Zamora
50334,Sediles,Sediles,Zaragoza
50372,Val de San Martín,Val de San Martín,Zaragoza
50596,Sos del Rey Católico,Sos del Rey Católico,Zaragoza
50785,Velilla de Ebro,Velilla de Ebro,Zaragoza
1423,Lantarón,Erriberagoitia/Ribera Alta,Álava
3195,Elche/Elx,Elche/Elx,Alicante
4617,Cuevas del Almanzora,Cuevas del Almanzora,Almería
5152,Martínez,Martínez,Ávila
6107,Olivenza,Olivenza,Badajoz
6178,Valle de Santa Ana,Valle de Santa Ana,Badajoz
6892,Trujillanos,Trujillanos,Badajoz
7872,Formentera,Formentera,Baleares
8028,Barcelona,Barcelona,Barcelona
9248,Carrias,Belorado,Burgos
9340,Lerma,Lerma,Burgos
9345,Iglesiarrubia,Torrepadre,Burgos
9620,Sarracín,Saldaña de Burgos,Burgos
11311,San Roque,San Roque,Cádiz
14220,Espiel,Espiel,Córdoba
15286,Outes,Outes,A Coruña
15403,Ferrol,Ferrol,A Coruña
15861,Santa Comba,Santa Comba,A Coruña
16360,Cuenca,Cuenca,Cuenca
16878,Lagunaseca,Masegosa,Cuenca
17463,Flaçà,Foixà,Gerona
18248,Moclín,Moclín,Granada
18697,Almuñécar,Almuñécar,Granada
20016,Donostia-San Sebastián,Donostia-San Sebastián,Guipúzcoa
22144,Bierge,Bierge,Huesca
22215,Castelflorite,Sariñena,Huesca
24206,Villabraz,Villabraz,León
24344,Villamartín de Don Sancho,Santa María del Monte de Cea,León
24448,Ponferrada,Ponferrada,León
24746,Encinedo,Encinedo,León
24766,Villamontán de la Valduerna,Bañeza,León
24769,Cebrones del Río,Cebrones del Río,León
24855,Puebla de Lillo,Puebla de Lillo,León
25284,Coma i la Pedra,Coma i la Pedra,Lérida
25652,Abella de la Conca,Abella de la Conca,Lérida
26121,Viguera,Nalda,La Rioja
26321,Matute,Pedroso,La Rioja
26327,Berceo,Berceo,La Rioja
27210,Lugo,Lugo,Lugo
28280,Escorial,Escorial,Madrid
28850,Torrejón de Ardoz,Torrejón de Ardoz,Madrid
28901,Getafe,Getafe,Madrid
30535,Cieza,Cieza,Murcia
31242,Villamayor de Monjardín,Villamayor de Monjardín,Navarra
31660,Luzaide/Valcarlos,Luzaide/Valcarlos,Navarra
32311,Rubiá,Rubiá,Ourense
33547,Cangas de Onís,Cangas de Onís,Asturias
34239,Valdeolmillos,Valdeolmillos,Palencia
34469,Marcilla de Campos,Osorno la Mayor,Palencia
34475,Villabasta de Valdavia,Villaeles de Valdavia,Palencia
36151,Pontevedra,Pontevedra,Pontevedra
37650,Sequeros,Sequeros,Salamanca
37680,Valdefuentes de Sangusín,Valdefuentes de Sangusín,Salamanca
37871,Pedrosillo de Alba,Pedrosillo de Alba,Salamanca
38204,San Cristóbal de La Laguna,San Cristóbal de La Laguna,Santa Cruz de Tenerife
38358,Tacoronte,Tacoronte,Santa Cruz de Tenerife
38759,Llanos de Aridane,Llanos de Aridane,Santa Cruz de Tenerife
39491,Pesquera,Campoo de Enmedio,Cantabria
39722,Liérganes,Liérganes,Cantabria
40551,Campo de San Pedro,Campo de San Pedro,Segovia
41719,Utrera,Utrera,Sevilla
42315,Recuerda,Recuerda,Soria
43776,Capçanes,Capçanes,Tarragona
44169,Cuevas de Almudén,Cuevas de Almudén,Teruel
45313,Yepes,Yepes,Toledo
45544,Domingo Pérez,Domingo Pérez,Toledo
47314,Peñafiel,Peñafiel,Valladolid
